and_A,and_B,label,sentence1,sentence2
,,1,colombia won the last world cup or saudi arabia won the last world cup,colombia didn t win the last world cup and saudi arabia didn t win the last world cup
,,0,Kurt is quaint or Marcia is wonderful, Kurt is not quaint or Marcia is not wonderful
Craig is kind,Yvonne is ambitious,0,Craig is kind and Yvonne is ambitious, Tamara is alive
,,0,bertha went to reghin or bertha went to deva,bertha didn t go to reghin
,,1,tonya went to craiova or tonya went to giurgiu,tonya didn t go to craiova and tonya didn t go to giurgiu
,,0,april has visited tulcea or april has visited blaj,alan visited neither tulcea nor blaj
,,0,jeanne went to blaj and christian went to blaj,jeanne didn t go to baia mare
,,1,jennifer created a clumsy work of art and jennifer created an unsightly work of art,jennifer didn t create a clumsy work of art
Maxine is poor,Herman is mushy,1,Maxine is poor and Herman is mushy, Herman is not mushy
,,1,Betty is itchy or Vincent is silly, Betty is not itchy and Vincent is not silly
,,1,"Guadalupe, who is a bartender, visit Crystal",Guadalupe didn't visit Crystal
,,0,gregory s painting is delightful or gregory s painting is rich,gregory s painting isn t delightful
,,1,todd has traveled to timisoara and todd has traveled to oradea,todd didn t travel to oradea
,,0,australia is in the geopolitical position of france or brazil is in the geopolitical position of france,neither australia nor switzerland are in the geopolitical position of france
,,1,joy s painting is angry or joy s painting is grumpy,joy s painting is neither angry nor grumpy
,,1,"Christopher, who is a engineer, bought a Chilean wine",Christopher didn't buy a Chilean wine
Claudia is obedient,Leona is gifted,0,Claudia is obedient and Leona is gifted, Leona is not obedient
,,1,esther went to blaj and lois went to blaj,esther didn t go to blaj
,,0,bessie has traveled to deva or bessie has traveled to tulcea,bessie traveled to neither deva nor arad
,,0,kathryn will understand what regina comment about cluj napoca or kathryn will forget about dawn s hobby,kathryn will neither sleep for one day nor forget about dawn s hobby
,,1,greg will burn the flag or greg will show lee s old photos,greg will not burn the flag and greg wil not show lee s old photos
,,1,Ramon is jealous or Andy is pitiful, Ramon is not jealous and Andy is not pitiful
,,1,Kay is itchy or Marjorie is clean, neither Kay is itchy nor Marjorie is clean
,,1,jenny will choose this soccer team or jenny will tell me alice s secret,jenny will neither choose this soccer team nor tell me alice s secret
Clyde is zealous,Howard is calm,1,Clyde is zealous and Howard is calm, Clyde is not zealous
,,0,dennis created a plain work of art and dennis created an easy work of art,tim didn t create an easy work of art
,,1,susie will begin laughing or susie will throw everything out the window,susie will neither begin laughing nor throw everything out the window
,,0,belgium got to the quarter finals last year or poland got to the quarter finals last year,neither nigeria nor belgium got to the quarter finals last year
,,0,Jacob saw a girl driving a icy bicycle,Jacob didn't saw a girl driving Darren's bicycle
,,1,darren will buy a black bicycle or darren will do some good work,darren will not buy a black bicycle and darren wil not do some good work
,,1,Jay is obnoxious or Lynda is scruffy, Jay is not obnoxious and Lynda is not scruffy
Louise is witty,Erika is zealous,0,Louise is witty and Erika is zealous, Samuel is not alive
,,1,"Chris, who is a baker, saw the city mayor",Chris didn't saw the city mayor
,,0,evelyn s painting is ashy or evelyn s painting is red,evelyn s painting is neither chubby nor red
,,0,wallace has traveled to baia mare or wallace has traveled to bucharest,jerome traveled to neither baia mare nor bucharest
,,1,dana has traveled to baia mare and dana has traveled to slobozia,dana didn t travel to slobozia
,,1,opal will freeze daryl s bank account or opal will drive awayto the bus stop,opal will neither freeze daryl s bank account nor drive awayto the bus stop
,,1,leon has visited lugoj and ivan has visited lugoj,ivan didn t visit lugoj
,,1,warren went to bucharest and gabriel went to bucharest,gabriel didn t go to bucharest
,,1,kathleen has traveled to oradea or kathleen has traveled to bucharest,kathleen didn t travel to oradea and kathleen didn t travel to bucharest
,,1,serbia is in the geopolitical position of peru or panama is in the geopolitical position of peru,serbia isn t in the geopolitical position of peru and panama isn t in the geopolitical position of peru
,,1,michele will blow it or michele will burn the flag,michele will neither blow it nor burn the flag
,,0,margarita s painting is plain or margarita s painting is shapely,charles s painting is neither plain nor shapely
,,0,salvador has visited hunedoara and kirk has visited hunedoara,salvador didn t visit bucharest
,,0,Ann is polite or Francisco is jealous, Francisco is not jealous
,,0,karen s painting is unsightly or karen s painting is clean,karen s painting isn t unsightly
,,0,Edna is fancy or Micheal is kind, Micheal is not kind
,,0,leroy met him and leroy sent me a letter,leroy didn t go to alan s house
Sherry is proud,Charlotte is witty,0,Sherry is proud and Charlotte is witty, Alvin is not alive
,,1,debbie will see the best vet from oradea or debbie will lose derek s orange car,debbie will not see the best vet from oradea and debbie wil not lose derek s orange car
,,0,Sherri is lazy or Flora is pitiful, Sherri is not lazy
,,0,Marsha is lazy or Verna is angry, Marsha is not lazy or Verna is not angry
,,0,george created an angry work of art and george created a short work of art,jesus didn t create a short work of art
,,1,kristy lent me some money and kristy broke claude s heart,kristy didn t lend me some money
,,0,christy has traveled to reghin and christy has traveled to bucharest,christy didn t travel to slatina
,,1,nathan will swim out toward the lemon boat or nathan will say nice things,nathan will not swim out toward the lemon boat and nathan wil not say nice things
,,0,Jon saw Marie running from Claude's car,Jon didn't saw Marie running from a bus going to Deva
,,0,lucille said funny things and lucille drew ahead of the other runners,lucille didn t stand in front of the crowd
,,1,genevieve created an ambitious work of art and genevieve created an important work of art,genevieve didn t create an ambitious work of art
,,0,valerie will spend all my money or valerie will buy a watch,valerie will not spend all my money
,,0,bernard taught middle school science and bernard bet on the ashy car,stephanie didn t teach middle school science
,,1,Bill is gentle or Tony is fancy, Bill is not gentle and Tony is not fancy
,,1,anna has traveled to blaj or anna has traveled to arad,anna didn t travel to blaj and anna didn t travel to arad
,,0,darlene has visited timisoara and lula has visited timisoara,lula didn t visit timisoara
,,1,margaret created a polite work of art and margaret created a mealy work of art,margaret didn t create a polite work of art
,,0,sandy created a gifted work of art and sandy created a thoughtless work of art,colleen didn t create a gifted work of art
Charlotte is jolly,Joseph is proud,1,Charlotte is jolly and Joseph is proud, Charlotte is not jolly
,,0,egypt is in the geopolitical position of argentina or denmark is in the geopolitical position of argentina,neither egypt nor uruguay are in the geopolitical position of argentina
Beatrice is gentle,Angie is calm,1,Beatrice is gentle and Angie is calm, Beatrice is not gentle
,,0,Candice is chubby or Seth is elegant, Candice is not chubby or Seth is not elegant
,,1,Bonnie is lazy or Josephine is witty, neither Bonnie is lazy nor Josephine is witty
,,0,gwendolyn will hear my voice or gwendolyn will read a paper,gwendolyn will not read a paper
,,1,lee said nice things and lee sent me a note,lee didn t say nice things
,,0,Lynda is unkempt or Vera is dazzling, Lynda is not unkempt
,,0,pedro will eat a pizza or pedro will break the rules,pedro will not break the rules
,,0,beverly brought me out of vanessa s house and beverly fell off,beverly didn t burn sherri s house
,,1,Erica is beautiful or Jerome is shapely, Erica is not beautiful and Jerome is not shapely
June is careful,Ronald is unimportant,1,June is careful and Ronald is unimportant, Ronald is not unimportant
,,1,danielle has traveled to dej and reginald has traveled to dej,danielle didn t travel to dej
,,1,rosa has visited bucharest and rosa has visited lugoj,rosa didn t visit lugoj
,,0,Victoria is itchy or Regina is unkempt, Victoria is not itchy
,,0,douglas went to oradea and douglas chose to live in turda,douglas didn t sit on the floor
,,0,hilda s painting is flabby or hilda s painting is wrong,sharon s painting is neither flabby nor wrong
,,0,Joanne is nervous or Todd is angry, Joanne is not nervous or Todd is not angry
,,1,salvador created an elegant work of art and salvador created an ashy work of art,salvador didn t create an elegant work of art
,,0,tracy will drink a bottle of water or tracy will choose to live in slatina,tracy will not choose to live in slatina
,,1,maurice has traveled to oradea and maurice has traveled to mangalia,maurice didn t travel to mangalia
Michelle is eager,Nellie is mealy,0,Michelle is eager and Nellie is mealy, Nellie is not eager
,,0,brandi will wear a blue jacket or brandi will teach math,leslie will neither wear a blue jacket nor teach math
,,1,lewis will build an airplane or lewis will make coffee,lewis will neither build an airplane nor make coffee
,,0,steve s painting is beautiful or steve s painting is agreeable,steve s painting is neither angry nor agreeable
