and_A,and_B,label,sentence1,sentence2
,,1,melissa saw a ashy car running fast and melissa paid monique,melissa didn t see a ashy car running fast
Dwayne is lively,Timothy is mealy,0,Dwayne is lively and Timothy is mealy, Dwayne is not mealy
Marlene is kind,Ann is polite,1,Marlene is kind and Ann is polite, Marlene is not kind
,,0,billy went to oradea and rick went to oradea,billy didn t go to bucharest
Craig is victorious,Madeline is polite,0,Craig is victorious and Madeline is polite, Julio is inexpensive
,,1,rosie created an uninterested work of art and rosie created an important work of art,rosie didn t create an uninterested work of art
Michelle is agreeable,Charlotte is witty,1,Michelle is agreeable and Charlotte is witty, Michelle is not agreeable
,,1,Roy saw Wendy driving a black car,Roy didn't saw Wendy driving
,,1,vincent has traveled to bucharest and vincent has traveled to dej,vincent didn t travel to bucharest
,,1,charles forgave genevieve and charles spent all my money,charles didn t spend all my money
,,0,"Stacey, who is a tailor, saw a blue plane","Stacey, who is a pilot, didn't saw a blue plane"
,,0,billie read a paper and billie burned terri s house,billie didn t find jesus
,,1,daryl has traveled to lugoj and jennie has traveled to lugoj,daryl didn t travel to lugoj
,,1,"Viola, who is a pilot, saw a strange add",Viola didn't saw a strange add
,,0,amber was a fan of isaac s work and amber got the money,amber didn t put jason in charge
,,0,edward created a white work of art and edward created an obnoxious work of art,beulah didn t create a white work of art
Mildred is gentle,Andrea is nice,0,Mildred is gentle and Andrea is nice, Bill is not rich
,,0,"Ricardo, who is a plumber, bought a Macbook","Ricardo, who is a bartender, didn't buy a Macbook"
Leah is happy,Delores is eager,1,Leah is happy and Delores is eager, Leah is not happy
,,0,"Elmer, who is a cleaner, visit Roberta","Elmer, who is a musician, didn't visit Roberta"
,,0,"Anthony, who is a nurse, saw the new Tesla Roadster","Anthony, Louis's father, didn't saw the new Tesla Roadster"
,,1,judy created a fit work of art and judy created a fancy work of art,judy didn t create a fit work of art
,,1,leroy went to dej and norman went to dej,norman didn t go to dej
,,0,jacob has visited arad and jacob has visited cluj napoca,dolores didn t visit arad
,,1,Ruben saw a boy running from a yellow school bus,Ruben didn't saw a boy running
,,0,michelle let me drive leon s purple car and michelle met franklin,fred didn t let me drive leon s purple car
,,0,"Anthony, who is a barber, visit Rene","Anthony, Lloyd's father, didn't visit Rene"
,,0,yolanda created an obnoxious work of art and yolanda created a plain work of art,kevin didn t create an obnoxious work of art
,,1,joann forgave gina and joann dug a hole in the garden,joann didn t dig a hole in the garden
,,1,kristen has visited oradea and kristen has visited vaslui,kristen didn t visit vaslui
,,0,"Elsie, who is a butcher, bought the new Marvel movie from the Russo Brothers","Elsie, who is a secretary, didn't buy the new Marvel movie from the Russo Brothers"
Walter is clever,Susie is odd,1,Walter is clever and Susie is odd, Susie is not odd
,,0,"Irene, who is a cleaner, bought a cup of coffee","Irene, who is a fireman, didn't buy a cup of coffee"
,,0,elizabeth created an easy work of art and elizabeth created an unimportant work of art,deborah didn t create an easy work of art
Leonard is happy,Gordon is delightful,1,Leonard is happy and Gordon is delightful, Leonard is not happy
,,1,clara went to arad and clara went to bucharest,clara didn t go to arad
,,0,"Mitchell, who is a bartender, bought a pizza","Mitchell, Samuel's father, didn't buy a pizza"
Alexander is aggressive,Francisco is obedient,1,Alexander is aggressive and Francisco is obedient, Alexander is not aggressive
,,0,joan went to reghin and verna went to reghin,sharon didn t go to reghin
,,1,"Gina, who is a tailor, bought a Chilean wine",Gina didn't buy a Chilean wine
,,1,laura froze penny s bank account and laura thought i was helping seth,laura didn t think i was helping seth
,,0,lindsey created a gentle work of art and lindsey created a silly work of art,lindsey didn t create a faithful work of art
,,0,doris created an inexpensive work of art and doris created a lazy work of art,doris didn t create an elegant work of art
,,0,vera hit a tree and vera bet on the black car,anita didn t bet on the black car
,,1,jan has visited vaslui and marie has visited vaslui,jan didn t visit vaslui
,,0,vernon has traveled to hunedoara and vernon has traveled to vaslui,vernon didn t travel to turda
Hilda is kind,Bessie is careful,0,Hilda is kind and Bessie is careful, Bessie is not kind
,,1,Marcia saw Natasha running from a bus going to Timisoara,Marcia didn't saw Natasha running
,,1,"Brenda, who is a cleaner, saw the city mayor",Brenda didn't saw the city mayor
,,1,elmer has traveled to arad and elmer has traveled to reghin,elmer didn t travel to reghin
,,1,lillian has visited vaslui and lillian has visited cluj napoca,lillian didn t visit cluj napoca
,,0,marlene sold angela s bicycle and marlene understood what kristina comment about hunedoara,dale didn t understand what kristina comment about hunedoara
,,1,allison has visited tulcea and miriam has visited tulcea,miriam didn t visit tulcea
Jennifer is vast,Casey is tender,1,Jennifer is vast and Casey is tender, Casey is not tender
,,0,hugh created an eager work of art and hugh created a defeated work of art,maxine didn t create a defeated work of art
Jackie is brave,Danielle is agreeable,0,Jackie is brave and Danielle is agreeable, Margarita is not wrong
,,0,robin created a hallowed work of art and robin created an agreeable work of art,minnie didn t create a hallowed work of art
,,1,jamie created a famous work of art and jamie created a quaint work of art,jamie didn t create a famous work of art
,,0,virgil created a handsome work of art and virgil created a black work of art,virgil didn t create a salmon work of art
,,1,angel stood up to marjorie and angel began laughing,angel didn t stand up to marjorie
Juana is wonderful,Kathleen is vast,0,Juana is wonderful and Kathleen is vast, Kathleen is not wonderful
,,1,frances has visited dej and hector has visited dej,hector didn t visit dej
,,1,roberta created a purple work of art and roberta created a poor work of art,roberta didn t create a purple work of art
,,0,"Danielle, who is a cashier, saw a blue plane","Danielle, Jason's mother, didn't saw a blue plane"
Hattie is happy,Genevieve is better,0,Hattie is happy and Genevieve is better, Genevieve is not happy
Russell is jolly,Lisa is eager,1,Russell is jolly and Lisa is eager, Russell is not jolly
,,0,myrtle created a poor work of art and myrtle created an unimportant work of art,raul didn t create a poor work of art
Sabrina is happy,Sherri is silly,0,Sabrina is happy and Sherri is silly, Fernando is better
,,1,charlie caught a orange fish and charlie had everything,charlie didn t have everything
,,0,theresa has visited tulcea and marsha has visited tulcea,inez didn t visit tulcea
Ethel is witty,Lester is gentle,0,Ethel is witty and Lester is gentle, Guadalupe is inexpensive
,,1,kristin came at noon and kristin found her,kristin didn t find her
,,1,"Brent, who is a builder, saw a strange add",Brent didn't saw a strange add
,,0,"Sheila, who is a receptionist, visit Jason","Sheila, who is a flight attendant, didn't visit Jason"
,,0,terrance has visited bucharest and jessie has visited bucharest,terrance didn t visit bucharest
Irene is lively,Rafael is wonderful,1,Irene is lively and Rafael is wonderful, Irene is not lively
,,0,derrick went to vaslui and derrick went to turda,derrick didn t go to giurgiu
,,1,pamela created a thoughtless work of art and pamela created a kind work of art,pamela didn t create a thoughtless work of art
,,0,wade has traveled to reghin and wade has traveled to baia mare,melody didn t travel to baia mare
,,0,melody has visited tulcea and melody has visited oradea,darrell didn t visit tulcea
,,1,flora has traveled to bucharest and charlotte has traveled to bucharest,flora didn t travel to bucharest
,,0,jonathan grew up and jonathan drove awayto the bus stop,andre didn t drive awayto the bus stop
Corey is calm,Leslie is victorious,1,Corey is calm and Leslie is victorious, Corey is not calm
,,0,michael created a gray work of art and michael created a green work of art,constance didn t create a green work of art
,,1,"Dean, who is a lawyer, visit Bonnie",Dean isn't a lawyer
,,1,"Sue, who is a doctor, visit Mathew",Sue isn't a doctor
,,1,evelyn created an alive work of art and evelyn created a clever work of art,evelyn didn t create an alive work of art
,,1,"Eileen, who is a dentist, visit Bryan",Eileen isn't a dentist
,,0,"Mary, who is a scientist, saw a girl running","Mary, Erika's mother, didn't saw a girl running"
,,1,Shelly saw a boy driving Alexander's new Tesla Roadster,Shelly didn't saw a boy driving
,,1,lola has visited arad and julian has visited arad,julian didn t visit arad
Steve is jolly,Jorge is kind,1,Steve is jolly and Jorge is kind, Steve is not jolly
Clarence is wonderful,Dawn is wrong,0,Clarence is wonderful and Dawn is wrong, Dawn is not wonderful
Caroline is lively,Kyle is lively,0,Caroline is lively and Kyle is lively, Eileen is careful
,,0,lonnie created a silly work of art and lonnie created a pitiful work of art,jill didn t create a pitiful work of art
,,1,april created a brave work of art and april created a gentle work of art,april didn t create a brave work of art
Darryl is shy,Dorothy is powerful,1,Darryl is shy and Dorothy is powerful, Dorothy is not powerful
,,0,donna slept the night and donna kept saying this was crazy,hector didn t sleep the night
,,1,dora got me lying and dora sang a pop song,dora didn t sing a pop song
,,0,julian spoke to him about bucharest and julian beat us a lot,sabrina didn t beat us a lot
,,1,derrick created a dazzling work of art and derrick created an ambitious work of art,derrick didn t create a dazzling work of art
,,1,eric created a delightful work of art and eric created a drab work of art,eric didn t create a delightful work of art
,,0,lee created an agreeable work of art and lee created a mysterious work of art,alberto didn t create an agreeable work of art
,,1,tony paid me and tony put the phone down,tony didn t put the phone down
,,0,allan has visited deva and allan has visited oradea,allan didn t visit cluj napoca
,,0,cassandra went to oradea and salvador went to oradea,salvador didn t go to lugoj
,,1,"Jessie, who is a dentist, bought a Chilean wine",Jessie isn't a dentist
,,0,"Dora, who is a engineer, bought the new Tesla Roadster","Dora, who is a musician, didn't buy the new Tesla Roadster"
,,1,"Jerome, who is a carpenter, visit Ronnie",Jerome didn't visit Ronnie
,,0,veronica swam out toward the mango boat and veronica went to hunedoara,felicia didn t go to hunedoara
,,1,alice has visited baia mare and alice has visited cluj napoca,alice didn t visit cluj napoca
